learnable	normalized	partOfSpeech	source
pour en revenir	pour en revenir		Duolingo
pour l'instant	pour l'instant		Duolingo
pour la santé	pour la sante		Duolingo
pour le moment	pour le moment		Duolingo
pour qu'	pour qu'		Duolingo
pour qu'	pour qu'	conjunction	Duolingo
pour que	pour que		Duolingo
pour que	pour que	conjunction	Duolingo
pour toujours	pour toujours	adverb	Duolingo
pourboire	pourboire	noun	Duolingo
pourquoi	pourquoi	adverb	Duolingo
pourra	pourra	verb	Duolingo
pourrai	pourrai	verb	Duolingo
pourraient	pourraient	verb	Duolingo
pourrais	pourrais	verb	Duolingo
pourrait	pourrait	verb	Duolingo
pourras	pourras	verb	Duolingo
pourrez	pourrez	verb	Duolingo
pourriez	pourriez	verb	Duolingo
pourrions	pourrions		Duolingo
pourrions	pourrions	verb	Duolingo
pourrons	pourrons	verb	Duolingo
pourront	pourront	verb	Duolingo
pourtant	pourtant	adverb	Duolingo
pourvu	pourvu		Duolingo
poussé	pousse	verb	Duolingo
pousser	pousser	verb	Duolingo
poussière	poussiere	noun	Duolingo
pouvaient	pouvaient	verb	Duolingo
pouvais	pouvais	verb	Duolingo
pouvait	pouvait	verb	Duolingo
pouvez	pouvez	verb	Duolingo
pouvez-vous	pouvez-vous		Duolingo
pouvez-vous me dire	pouvez-vous me dire		Duolingo
pouviez	pouviez	verb	Duolingo
pouvoir	pouvoir	verb	Duolingo
pouvoirs	pouvoirs	noun	Duolingo
pouvons	pouvons		Duolingo
pouvons	pouvons	verb	Duolingo
pratique	pratique	adjective	Duolingo
pratique	pratique	noun	Duolingo
pratiques	pratiques	adjective	Duolingo
pratiques	pratiques	noun	Duolingo
précédemment	precedemment	adverb	Duolingo
précieux	precieux	adjective	Duolingo
précis	precis	adjective	Duolingo
précisément	precisement	adverb	Duolingo
préféré	prefere	adjective	Duolingo
préféré	prefere	verb	Duolingo
préférée	preferee	adjective	Duolingo
préfèrent	preferent	verb	Duolingo
préférer	preferer	verb	Duolingo
préfères	preferes	verb	Duolingo
préférez	preferez	verb	Duolingo
préférons	preferons	verb	Duolingo
premier	premier	adjective	Duolingo
première	premiere	adjective	Duolingo
première fois que	premiere fois que		Duolingo
premiers	premiers	adjective	Duolingo
prenait	prenait	verb	Duolingo
prenant	prenant	verb	Duolingo
prend	prend	verb	Duolingo
prendra	prendra	verb	Duolingo
prendrai	prendrai	verb	Duolingo
prendras	prendras	verb	Duolingo
prendre	prendre	verb	Duolingo
prendrez	prendrez	verb	Duolingo
prendrons	prendrons	verb	Duolingo
prendront	prendront		Duolingo
prends	prends		Duolingo
prends	prends	verb	Duolingo
prends-tu	prends-tu		Duolingo
prenez	prenez		Duolingo
prenez	prenez	verb	Duolingo
prenez-vous	prenez-vous		Duolingo
prennent	prennent		Duolingo
prennent	prennent	verb	Duolingo
prénom	prenom	noun	Duolingo
prenons	prenons		Duolingo
prenons	prenons	verb	Duolingo
préparation	preparation	noun	Duolingo
prépare	prepare		Duolingo
prépare	prepare	verb	Duolingo
préparée	preparee	verb	Duolingo
préparent	preparent	verb	Duolingo
préparer	preparer	verb	Duolingo
prépares	prepares	verb	Duolingo
préparez	preparez	verb	Duolingo
préparons	preparons	verb	Duolingo
près	pres		Duolingo
près	pres	adverb	Duolingo
près de	pres de		Duolingo
près du	pres du		Duolingo
présent	present	adjective	Duolingo
présente	presente	adjective	Duolingo
présente	presente	verb	Duolingo
présentent	presentent	verb	Duolingo
présenter	presenter	verb	Duolingo
présentes	presentes	verb	Duolingo
présentez	presentez	verb	Duolingo
présentons	presentons	verb	Duolingo
présents	presents	adjective	Duolingo
président	president	noun	Duolingo
presque	presque		Duolingo
presque	presque	adverb	Duolingo
pressé	presse	adjective	Duolingo
presse	presse	noun	Duolingo
pressée	pressee	adjective	Duolingo
pressés	presses	adjective	Duolingo
prêt	pret	adjective	Duolingo
prête	prete		Duolingo
prête	prete	adjective	Duolingo
prête	prete	verb	Duolingo
prêter	preter	verb	Duolingo
prêtez	pretez	verb	Duolingo
prêts	prets	adjective	Duolingo
preuve	preuve	noun	Duolingo
preuves	preuves	noun	Duolingo
prévenir	prevenir	verb	Duolingo
prévoir	prevoir	verb	Duolingo
prévois	prevois	verb	Duolingo
prévoyez	prevoyez	verb	Duolingo
prévu	prevu	verb	Duolingo
prie	prie	verb	Duolingo
prier	prier	verb	Duolingo
pries	pries	verb	Duolingo
prince	prince	noun	Duolingo
princesse	princesse	noun	Duolingo
principal	principal	adjective	Duolingo
principale	principale	adjective	Duolingo
principalement	principalement	adverb	Duolingo
principales	principales	adjective	Duolingo
principes	principes	noun	Duolingo
printemps	printemps	noun	Duolingo
prise	prise	noun	Duolingo
prison	prison	noun	Duolingo
prisonnier	prisonnier	noun	Duolingo
prisonniers	prisonniers	noun	Duolingo
privé	prive	adjective	Duolingo
privée	privee	adjective	Duolingo
prix	prix		Duolingo
prix	prix	noun	Duolingo
probablement	probablement	adverb	Duolingo
problème	probleme	noun	Duolingo
problèmes	problemes	noun	Duolingo
procès	proces	noun	Duolingo
processus	processus	noun	Duolingo
prochain	prochain	adjective	Duolingo
prochaine	prochaine	adjective	Duolingo
production	production	noun	Duolingo
produire	produire	verb	Duolingo
produit	produit	noun	Duolingo
produits	produits	noun	Duolingo
prof	prof	noun	Duolingo
professeur	professeur		Duolingo
professeur	professeur	noun	Duolingo
professeurs	professeurs	noun	Duolingo
professionnel	professionnel	adjective	Duolingo
professionnelle	professionnelle	adjective	Duolingo
professionnelles	professionnelles	adjective	Duolingo
professionnels	professionnels	adjective	Duolingo
profit	profit	noun	Duolingo
profond	profond	adjective	Duolingo
profonde	profonde	adjective	Duolingo
profondément	profondement	adverb	Duolingo
programme	programme	verb	Duolingo
progrès	progres	noun	Duolingo
projet	projet	noun	Duolingo
projets	projets	noun	Duolingo
promenade	promenade	noun	Duolingo
promenades	promenades	noun	Duolingo
promené	promene	verb	Duolingo
promenée	promenee	verb	Duolingo
promènent	promenent	verb	Duolingo
promener	promener	verb	Duolingo
promènes	promenes	verb	Duolingo
promenez	promenez	verb	Duolingo
promenons	promenons	verb	Duolingo
promotion	promotion	noun	Duolingo
propos	propos	noun	Duolingo
propose	propose	verb	Duolingo
proposes	proposes	verb	Duolingo
proposition	proposition	noun	Duolingo
propre	propre	adjective	Duolingo
propriétaire	proprietaire	noun	Duolingo
propriété	propriete	noun	Duolingo
propriétés	proprietes	noun	Duolingo
protection	protection	noun	Duolingo
protéger	proteger	verb	Duolingo
protestant	protestant	verb	Duolingo
provence	provence	proper noun	Duolingo
province	province	noun	Duolingo
prudent	prudent	adjective	Duolingo
prudente	prudente	adjective	Duolingo
pu	pu	verb	Duolingo
public	public	adjective	Duolingo
public	public	noun	Duolingo
publicité	publicite	noun	Duolingo
publicités	publicites	noun	Duolingo
publics	publics	adjective	Duolingo
publique	publique	adjective	Duolingo
puis	puis	adverb	Duolingo
puis	puis	verb	Duolingo
puisqu'	puisqu'	conjunction	Duolingo
puisque	puisque	conjunction	Duolingo
puissant	puissant	adjective	Duolingo
puisse	puisse	verb	Duolingo
puissions	puissions	verb	Duolingo
pulls	pulls	noun	Duolingo
punir	punir	verb	Duolingo
pur	pur	adjective	Duolingo
pure	pure	adjective	Duolingo
purée	puree	noun	Duolingo
pyjama	pyjama	noun	Duolingo
pyjamas	pyjamas	noun	Duolingo
pyrénées	pyrenees	proper noun	Duolingo
qu'	qu'		Duolingo
qu'	qu'	adverb	Duolingo
qu'	qu'	conjunction	Duolingo
qu'	qu'	pronoun	Duolingo
qu'est-ce qu'	qu'est-ce qu'		Duolingo
qu'est-ce que	qu'est-ce que		Duolingo
qu'est-ce qui	qu'est-ce qui		Duolingo
quai	quai	noun	Duolingo
qualité	qualite	noun	Duolingo
quand	quand		Duolingo
quand	quand	adverb	Duolingo
quand	quand	conjunction	Duolingo
quand	quand	pronoun	Duolingo
quand même	quand meme		Duolingo
quand même	quand meme	adverb	Duolingo
quant	quant	pronoun	Duolingo
quantité	quantite	noun	Duolingo
quarante	quarante	numeral	Duolingo
quarante-deux	quarante-deux		Duolingo
quart	quart	noun	Duolingo
quartier	quartier	noun	Duolingo
quartier latin	quartier latin		Duolingo
quasiment	quasiment	adverb	Duolingo
quatorze	quatorze	numeral	Duolingo
quatre	quatre	numeral	Duolingo
quatre-vingt	quatre-vingt		Duolingo
quatre-vingt-deux	quatre-vingt-deux		Duolingo
quatre-vingt-dix	quatre-vingt-dix		Duolingo
quatre-vingt-dix	quatre-vingt-dix	numeral	Duolingo
quatre-vingt-dix-neuf	quatre-vingt-dix-neuf		Duolingo
quatre-vingt-neuf	quatre-vingt-neuf		Duolingo
quatre-vingt-onze	quatre-vingt-onze		Duolingo
quatre-vingt-un	quatre-vingt-un		Duolingo
quatre-vingt-une	quatre-vingt-une		Duolingo
quatre-vingts	quatre-vingts		Duolingo
quatre-vingts	quatre-vingts	numeral	Duolingo
quatrième	quatrieme	adjective	Duolingo
que	que		Duolingo
que	que	adverb	Duolingo
que	que	conjunction	Duolingo
que	que	pronoun	Duolingo
québec	quebec	proper noun	Duolingo
québécois	quebecois	adjective	Duolingo
québécoise	quebecoise	adjective	Duolingo
québécoises	quebecoises	adjective	Duolingo
quel	quel		Duolingo
quel	quel	adjective	Duolingo
quel	quel	pronoun	Duolingo
quel âge	quel age		Duolingo
quel temps	quel temps		Duolingo
quelle	quelle		Duolingo
quelle	quelle	adjective	Duolingo
quelle	quelle	pronoun	Duolingo
quelles	quelles	adjective	Duolingo
quelles	quelles	pronoun	Duolingo
quelqu'un	quelqu'un		Duolingo
quelqu'un	quelqu'un	pronoun	Duolingo
quelque chose	quelque chose		Duolingo
quelque chose de	quelque chose de		Duolingo
quelque part	quelque part		Duolingo
quelques	quelques	determiner	Duolingo
quelques uns	quelques uns		Duolingo
quelques-unes	quelques-unes		Duolingo
quelques-uns	quelques-uns		Duolingo
quels	quels	adjective	Duolingo
quels	quels	pronoun	Duolingo
question	question	noun	Duolingo
questions	questions	noun	Duolingo
queue	queue	noun	Duolingo
qui	qui		Duolingo
qui	qui	pronoun	Duolingo
qui est-ce qu'	qui est-ce qu'		Duolingo
qui est-ce que	qui est-ce que		Duolingo
quinze	quinze	numeral	Duolingo
quitter	quitter	verb	Duolingo
quoi	quoi		Duolingo
quoi	quoi	pronoun	Duolingo
quoi de neuf	quoi de neuf		Duolingo
raconter	raconter	verb	Duolingo
radicalement	radicalement	adverb	Duolingo
radio	radio	noun	Duolingo
raides	raides	adjective	Duolingo
raisin	raisin	noun	Duolingo
raison	raison	noun	Duolingo
raisons	raisons	noun	Duolingo
ralentir	ralentir	verb	Duolingo
randonnée	randonnee	noun	Duolingo
range	range	verb	Duolingo
ranger	ranger	verb	Duolingo
rap	rap	noun	Duolingo
rapide	rapide	adjective	Duolingo
rapidement	rapidement	adverb	Duolingo
rapides	rapides	adjective	Duolingo
rappeler	rappeler	verb	Duolingo
rappelez	rappelez	verb	Duolingo
rapport	rapport	noun	Duolingo
rapports	rapports	noun	Duolingo
rare	rare	adjective	Duolingo
rarement	rarement	adverb	Duolingo
rase	rase	verb	Duolingo
rasent	rasent	verb	Duolingo
raser	raser	verb	Duolingo
rases	rases	verb	Duolingo
rat	rat	noun	Duolingo
rate	rate	verb	Duolingo
ratent	ratent		Duolingo
rater	rater	verb	Duolingo
rats	rats	noun	Duolingo
rayon	rayon	noun	Duolingo
réaction	reaction	noun	Duolingo
réactions	reactions	noun	Duolingo
réagisse	reagisse	verb	Duolingo
réagisses	reagisses	verb	Duolingo
réagissions	reagissions	verb	Duolingo
réaliser	realiser	verb	Duolingo
réalité	realite	noun	Duolingo
récemment	recemment	adverb	Duolingo
récent	recent	adjective	Duolingo
récente	recente	adjective	Duolingo
récents	recents	adjective	Duolingo
réception	reception	noun	Duolingo
réceptionniste	receptionniste	noun	Duolingo
réceptionnistes	receptionnistes	noun	Duolingo
recette	recette	noun	Duolingo
recettes	recettes	noun	Duolingo
recevoir	recevoir	verb	Duolingo
recevons	recevons	verb	Duolingo
recherche	recherche	noun	Duolingo
recherches	recherches	verb	Duolingo
reçois	recois	verb	Duolingo
reçoit	recoit	verb	Duolingo
reconnaître	reconnaitre	verb	Duolingo
reçu	recu	verb	Duolingo
réduire	reduire	verb	Duolingo
réel	reel	adjective	Duolingo
réellement	reellement	adverb	Duolingo
réels	reels	adjective	Duolingo
réfléchi	reflechi	verb	Duolingo
réfléchir	reflechir	verb	Duolingo
réflexion	reflexion	noun	Duolingo
réfrigérateur	refrigerateur	noun	Duolingo
refuse	refuse	verb	Duolingo
refuser	refuser	verb	Duolingo
regard	regard	noun	Duolingo
regardaient	regardaient	verb	Duolingo
regardais	regardais	verb	Duolingo
regardait	regardait	verb	Duolingo
regardant	regardant	verb	Duolingo
regarde	regarde	verb	Duolingo
regardent	regardent	verb	Duolingo
regarder	regarder	verb	Duolingo
regardes	regardes	verb	Duolingo
regardez	regardez	verb	Duolingo
regardons	regardons	verb	Duolingo
régime	regime	noun	Duolingo
région	region	noun	Duolingo
registre	registre	noun	Duolingo
règle	regle	noun	Duolingo
règles	regles	noun	Duolingo
régulièrement	regulierement	adverb	Duolingo
reine	reine	noun	Duolingo
relation	relation	noun	Duolingo
relations	relations	noun	Duolingo
relative	relative	adjective	Duolingo
relativement	relativement	adverb	Duolingo
relever	relever	verb	Duolingo
religieux	religieux	adjective	Duolingo
religion	religion	noun	Duolingo
remarque	remarque	verb	Duolingo
remercié	remercie	verb	Duolingo
remercions	remercions	verb	Duolingo
remplacer	remplacer	verb	Duolingo
rempli	rempli	verb	Duolingo
remplir	remplir	verb	Duolingo
remplit	remplit	verb	Duolingo
rémy	remy	proper noun	Duolingo
rencontre	rencontre	noun	Duolingo
rencontré	rencontre	verb	Duolingo
rencontrer	rencontrer		Duolingo
rencontrer	rencontrer	verb	Duolingo
rencontrés	rencontres	verb	Duolingo
rencontrons	rencontrons	verb	Duolingo
rend	rend	verb	Duolingo
rendez-vous	rendez-vous		Duolingo
rendez-vous	rendez-vous	noun	Duolingo
rendre	rendre	verb	Duolingo
rendre visite	rendre visite		Duolingo
rends	rends	verb	Duolingo
rendu	rendu	verb	Duolingo
rénover	renover	verb	Duolingo
renseignement	renseignement	noun	Duolingo
renseignements	renseignements	noun	Duolingo
rentrais	rentrais	verb	Duolingo
rentrant	rentrant	verb	Duolingo
rentre	rentre	verb	Duolingo
rentrées	rentrees	verb	Duolingo
rentrer	rentrer	verb	Duolingo
rentreront	rentreront	verb	Duolingo
rentrés	rentres	verb	Duolingo
rentrez	rentrez	verb	Duolingo
rentriez	rentriez	verb	Duolingo
rentrons	rentrons	verb	Duolingo
réparé	repare	verb	Duolingo
réparer	reparer	verb	Duolingo
repas	repas	noun	Duolingo
répéter	repeter	verb	Duolingo
répond	repond		Duolingo
répond	repond	verb	Duolingo
répondent	repondent		Duolingo
répondent	repondent	verb	Duolingo
répondez	repondez		Duolingo
répondez	repondez	verb	Duolingo
répondons	repondons	verb	Duolingo
répondra	repondra	verb	Duolingo
répondras	repondras	verb	Duolingo
répondre	repondre		Duolingo
répondre	repondre	verb	Duolingo
réponds	reponds		Duolingo
réponds	reponds	verb	Duolingo
répondu	repondu	verb	Duolingo
réponse	reponse	noun	Duolingo
réponses	reponses	noun	Duolingo
reportage	reportage	noun	Duolingo
reportages	reportages	noun	Duolingo
repos	repos	noun	Duolingo
repose	repose	verb	Duolingo
reposée	reposee	verb	Duolingo
reposées	reposees	verb	Duolingo
reposés	reposes	verb	Duolingo
reprendre	reprendre	verb	Duolingo
représente	represente	verb	Duolingo
république	republique	noun	Duolingo
requin	requin	noun	Duolingo
réseau	reseau	noun	Duolingo
réservation	reservation	noun	Duolingo
réservations	reservations	noun	Duolingo
réservé	reserve	verb	Duolingo
réserver	reserver	verb	Duolingo
réserves	reserves	verb	Duolingo
réservez	reservez	verb	Duolingo
réservons	reservons	verb	Duolingo
résister	resister	verb	Duolingo
résoudre	resoudre	verb	Duolingo
respect	respect	noun	Duolingo
respecte	respecte	verb	Duolingo
respectes	respectes	verb	Duolingo
respectons	respectons	verb	Duolingo
responsabilité	responsabilite	noun	Duolingo
responsabilités	responsabilites	noun	Duolingo
responsable	responsable	adjective	Duolingo
responsables	responsables	adjective	Duolingo
ressemble	ressemble	verb	Duolingo
ressemblent	ressemblent	verb	Duolingo
ressembles	ressembles	verb	Duolingo
ressemblez	ressemblez	verb	Duolingo
ressemblons	ressemblons	verb	Duolingo
ressources	ressources	noun	Duolingo
ressources humaines	ressources humaines	noun	Duolingo
restant	restant	verb	Duolingo
restaurant	restaurant	noun	Duolingo
restaurants	restaurants	noun	Duolingo
reste	reste	noun	Duolingo
resté	reste	verb	Duolingo
restée	restee	verb	Duolingo
restées	restees	verb	Duolingo
restent	restent	verb	Duolingo
rester	rester	verb	Duolingo
resterai	resterai	verb	Duolingo
resterez	resterez	verb	Duolingo
restes	restes	verb	Duolingo
restez	restez	verb	Duolingo
resto	resto	noun	Duolingo
restons	restons	verb	Duolingo
résultat	resultat	noun	Duolingo
résultats	resultats	noun	Duolingo
retard	retard	noun	Duolingo
retards	retards	noun	Duolingo
retenir	retenir	verb	Duolingo
retire	retire	verb	Duolingo
retirer	retirer	verb	Duolingo
retirez	retirez	verb	Duolingo
retour	retour	noun	Duolingo
retourné	retourne	verb	Duolingo
retournée	retournee	verb	Duolingo
retournent	retournent	verb	Duolingo
retourner	retourner	verb	Duolingo
retournons	retournons	verb	Duolingo
retraite	retraite	noun	Duolingo
retrouve	retrouve	verb	Duolingo
retrouver	retrouver	verb	Duolingo
retrouves	retrouves	verb	Duolingo
réunies	reunies	verb	Duolingo
réunion	reunion	noun	Duolingo
réunion	reunion	proper noun	Duolingo
réunions	reunions	noun	Duolingo
réunir	reunir	verb	Duolingo
réunissons	reunissons	verb	Duolingo
réussir	reussir	verb	Duolingo
rêve	reve		Duolingo
rêve	reve	noun	Duolingo
rêvé	reve	verb	Duolingo
réveillant	reveillant	verb	Duolingo
réveillé	reveille	verb	Duolingo
réveillée	reveillee	verb	Duolingo
réveillent	reveillent		Duolingo
réveiller	reveiller	verb	Duolingo
revenant	revenant	verb	Duolingo
revenez	revenez	verb	Duolingo
revenir	revenir	verb	Duolingo
revenons	revenons	verb	Duolingo
rêvent	revent	verb	Duolingo
revenues	revenues	verb	Duolingo
revenus	revenus	verb	Duolingo
rêver	rever	verb	Duolingo
rêves	reves	noun	Duolingo
reviennent	reviennent	verb	Duolingo
reviens	reviens	verb	Duolingo
revient	revient	verb	Duolingo
revoir	revoir		Duolingo
revoir	revoir	verb	Duolingo
révolution	revolution	noun	Duolingo
rez-de-chaussée	rez-de-chaussee	noun	Duolingo
rhin	rhin	proper noun	Duolingo
rhône	rhone	proper noun	Duolingo
rhume	rhume	noun	Duolingo
ri	ri	verb	Duolingo
riche	riche	adjective	Duolingo
riches	riches	adjective	Duolingo
rideau	rideau	noun	Duolingo
rideaux	rideaux	noun	Duolingo
ridicule	ridicule	adjective	Duolingo
rien	rien		Duolingo
rien	rien	pronoun	Duolingo
rien d'autre	rien d'autre		Duolingo
rien de spécial	rien de special		Duolingo
rien du tout	rien du tout		Duolingo
rient	rient	verb	Duolingo
rions	rions	verb	Duolingo
rire	rire	verb	Duolingo
ris	ris	verb	Duolingo
risque	risque	noun	Duolingo
rit	rit	verb	Duolingo
rivière	riviere	noun	Duolingo
rivières	rivieres	noun	Duolingo
riz	riz	noun	Duolingo
robe	robe	noun	Duolingo
robes	robes	noun	Duolingo
robinet	robinet	noun	Duolingo
robot	robot	noun	Duolingo
robots	robots	noun	Duolingo
rock	rock	noun	Duolingo
roi	roi	noun	Duolingo
rois	rois	noun	Duolingo
rôle	role	noun	Duolingo
roman	roman	noun	Duolingo
romans	romans	noun	Duolingo
rome	rome	proper noun	Duolingo
rompre	rompre	verb	Duolingo
ronde	ronde	adjective	Duolingo
rondes	rondes	adjective	Duolingo
rose	rose	adjective	Duolingo
rose	rose	noun	Duolingo
roses	roses	adjective	Duolingo
roses	roses	noun	Duolingo
rôtie	rotie	adjective	Duolingo
rôties	roties	adjective	Duolingo
roue	roue	noun	Duolingo
roues	roues	noun	Duolingo
rouge	rouge	adjective	Duolingo
rouge	rouge	noun	Duolingo
rouges	rouges	adjective	Duolingo
roule	roule	verb	Duolingo
rouler	rouler	verb	Duolingo
rousse	rousse	adjective	Duolingo
route	route	noun	Duolingo
routes	routes	noun	Duolingo
roux	roux	adjective	Duolingo
royaume-uni	royaume-uni		Duolingo
rue	rue		Duolingo
rue	rue	noun	Duolingo
rues	rues	noun	Duolingo
rugby	rugby	noun	Duolingo
russe	russe	adjective	Duolingo
russe	russe	noun	Duolingo
rythme	rythme	noun	Duolingo
s'	s'		Duolingo
s'	s'	conjunction	Duolingo
s'	s'	pronoun	Duolingo
s'agit	s'agit		Duolingo
s'appelle	s'appelle		Duolingo
s'appellent	s'appellent		Duolingo
s'écrit	s'ecrit		Duolingo
s'en fiche	s'en fiche		Duolingo
s'est	s'est		Duolingo
s'il	s'il		Duolingo
s'il te plaît	s'il te plait		Duolingo
s'il vous plaît	s'il vous plait		Duolingo
s'y	s'y		Duolingo
sa	sa	determiner	Duolingo
sable	sable	noun	Duolingo
sac	sac	noun	Duolingo
sac à dos	sac a dos		Duolingo
sac à main	sac a main		Duolingo
sachant	sachant	verb	Duolingo
sacré-cœur	sacre-coeur		Duolingo
sacs	sacs	noun	Duolingo
sage	sage	adjective	Duolingo
sages	sages	adjective	Duolingo
saignant	saignant	adjective	Duolingo
saigné	saigne	verb	Duolingo
saigner	saigner	verb	Duolingo
saignes	saignes	verb	Duolingo
saint	saint	adjective	Duolingo
sainte	sainte	adjective	Duolingo
sais	sais	verb	Duolingo
saisis	saisis	verb	Duolingo
saisissons	saisissons	verb	Duolingo
saisit	saisit	verb	Duolingo
saison	saison	noun	Duolingo
sait	sait	verb	Duolingo
salade	salade	noun	Duolingo
salaire	salaire	noun	Duolingo
salé	sale	adjective	Duolingo
salle	salle	noun	Duolingo
salle d'attente	salle d'attente		Duolingo
salle de bain	salle de bain		Duolingo
salle de classe	salle de classe		Duolingo
salle de sport	salle de sport		Duolingo
salles	salles	noun	Duolingo
salon	salon	noun	Duolingo
salut	salut		Duolingo
salut	salut	interjection	Duolingo
samedi	samedi		Duolingo
samedi	samedi	noun	Duolingo
samedis	samedis	noun	Duolingo
samu	samu	noun	Duolingo
sandales	sandales	noun	Duolingo
sandwich	sandwich	noun	Duolingo
sandwichs	sandwichs	noun	Duolingo
sang	sang	noun	Duolingo
sans	sans		Duolingo
sans	sans	preposition	Duolingo
sans alcool	sans alcool		Duolingo
sans arrêt	sans arret		Duolingo
sans aucun doute	sans aucun doute	adverb	Duolingo
sans contact	sans contact		Duolingo
sans parler de	sans parler de		Duolingo
santé	sante	noun	Duolingo
saucisses	saucisses	noun	Duolingo
sauf	sauf	preposition	Duolingo
saurai	saurai	verb	Duolingo
sauraient	sauraient		Duolingo
saurait	saurait		Duolingo
sauras	sauras	verb	Duolingo
saurez	saurez	verb	Duolingo
saurons	saurons	verb	Duolingo
sauront	sauront	verb	Duolingo
sauté	saute	verb	Duolingo
sauter	sauter	verb	Duolingo
sauvage	sauvage	adjective	Duolingo
sauvages	sauvages	adjective	Duolingo
sauvegarder	sauvegarder	verb	Duolingo
sauver	sauver	verb	Duolingo
savais	savais	verb	Duolingo
savait	savait	verb	Duolingo
savent	savent	verb	Duolingo
savez	savez	verb	Duolingo
savoir	savoir	noun	Duolingo
savoir	savoir	verb	Duolingo
savon	savon	noun	Duolingo
savons	savons	verb	Duolingo
scène	scene	noun	Duolingo
science	science	noun	Duolingo
science-fiction	science-fiction		Duolingo
sciences	sciences	noun	Duolingo
scientifique	scientifique	noun	Duolingo
scientifiques	scientifiques	noun	Duolingo
scooter	scooter	noun	Duolingo
se	se		Duolingo
se	se	pronoun	Duolingo
se lever	se lever		Duolingo
se passe	se passe		Duolingo
se perd	se perd		Duolingo
se sont	se sont		Duolingo
sec	sec	adjective	Duolingo
sèche	seche	adjective	Duolingo
sèche-	seche-		Duolingo
sèche-cheveux	seche-cheveux		Duolingo
sécher avec	secher avec		Duolingo
second	second	adjective	Duolingo
seconde	seconde	adjective	Duolingo
seconde	seconde	noun	Duolingo
secondes	secondes	noun	Duolingo
secours	secours	noun	Duolingo
secret	secret	adjective	Duolingo
secret	secret	noun	Duolingo
secrétaire	secretaire	noun	Duolingo
secrétaires	secretaires	noun	Duolingo
secs	secs	adjective	Duolingo
secteur	secteur	noun	Duolingo
sécurité	securite	noun	Duolingo
seine	seine		Duolingo
seine	seine	proper noun	Duolingo
seize	seize	numeral	Duolingo
sel	sel	noun	Duolingo
selon	selon	preposition	Duolingo
semaine	semaine	noun	Duolingo
semaines	semaines	noun	Duolingo
semble	semble	verb	Duolingo
semblent	semblent	verb	Duolingo
semestre	semestre	noun	Duolingo
sénateur	senateur	noun	Duolingo
sénégal	senegal	proper noun	Duolingo
sénégalais	senegalais	adjective	Duolingo
sénégalaise	senegalaise	adjective	Duolingo
sens	sens	noun	Duolingo
sens	sens	verb	Duolingo
sensible	sensible	adjective	Duolingo
sent	sent	verb	Duolingo
sentait	sentait	verb	Duolingo
sentent	sentent	verb	Duolingo
sentez	sentez	verb	Duolingo
sentiez	sentiez	verb	Duolingo
sentiment	sentiment	noun	Duolingo
sentiments	sentiments	noun	Duolingo
sentir	sentir	verb	Duolingo
sentons	sentons	verb	Duolingo
séparément	separement	adverb	Duolingo
sept	sept	numeral	Duolingo
septembre	septembre	noun	Duolingo
septième	septieme	adjective	Duolingo
sera	sera	verb	Duolingo
serai	serai	verb	Duolingo
seraient	seraient		Duolingo
seraient	seraient	verb	Duolingo
serais	serais	verb	Duolingo
serait	serait		Duolingo
serait	serait	verb	Duolingo
serait-il possible	serait-il possible		Duolingo
seras	seras	verb	Duolingo
serez	serez	verb	Duolingo
série	serie	noun	Duolingo
séries	series	noun	Duolingo
sérieusement	serieusement	adverb	Duolingo
sérieuses	serieuses	adjective	Duolingo
sérieux	serieux	adjective	Duolingo
seriez	seriez		Duolingo
seriez	seriez	verb	Duolingo
serions	serions		Duolingo
serions	serions	verb	Duolingo
serons	serons	verb	Duolingo
seront	seront	verb	Duolingo
serpent	serpent	noun	Duolingo
serpents	serpents	noun	Duolingo
sers	sers	verb	Duolingo
sert	sert	verb	Duolingo
sert à	sert a		Duolingo
servent	servent	verb	Duolingo
servent à	servent a		Duolingo
serveur	serveur	noun	Duolingo
serveuse	serveuse	noun	Duolingo
service	service	noun	Duolingo
services	services	noun	Duolingo
serviette	serviette	noun	Duolingo
serviettes	serviettes		Duolingo
serviettes	serviettes	noun	Duolingo
servir	servir	verb	Duolingo
servons	servons	verb	Duolingo
ses	ses	determiner	Duolingo
seul	seul	adjective	Duolingo
seule	seule	adjective	Duolingo
seulement	seulement	adverb	Duolingo
seules	seules	adjective	Duolingo
seuls	seuls	adjective	Duolingo
sexe	sexe	noun	Duolingo
shampoing	shampoing	noun	Duolingo
shampooing	shampooing	noun	Duolingo
short	short	noun	Duolingo
si	si		Duolingo
si	si	adverb	Duolingo
si	si	conjunction	Duolingo
siècle	siecle	noun	Duolingo
siècles	siecles	noun	Duolingo
signer	signer	verb	Duolingo
signification	signification	noun	Duolingo
signifie	signifie	verb	Duolingo
signifient	signifient	verb	Duolingo
silence	silence	noun	Duolingo
simple	simple		Duolingo
simple	simple	adjective	Duolingo
simplement	simplement	adverb	Duolingo
simples	simples	adjective	Duolingo
sincèrement	sincerement	adverb	Duolingo
singe	singe	noun	Duolingo
singes	singes	noun	Duolingo
sinon	sinon	conjunction	Duolingo
site	site	noun	Duolingo
situation	situation	noun	Duolingo
situations	situations	noun	Duolingo
six	six	numeral	Duolingo
sixième	sixieme	adjective	Duolingo
ski	ski	noun	Duolingo
